amount,tenure,score,group,target
435.2,9.6,22.608,beta,990.5
459.19,6.0,93.993,beta,947.61
401.67,5.3,45.775,beta,847.28
383.87,12.1,30.079,alpha,987.75
638.93,23.9,,gamma,1138.98
551.18,16.7,39.7,beta,1104.97
630.35,2.5,85.461,alpha,1496.65
498.24,26.8,95.857,gamma,1025.07
602.64,14.9,82.858,gamma,627.79
416.23,26.1,82.582,beta,1411.08
945.95,5.1,11.892,alpha,694.76
186.41,26.7,19.555,gamma,860.15
752.19,2.8,55.565,alpha,1067.94
773.58,19.5,62.175,alpha,1104.29
329.57,7.4,12.298,gamma,638.64
945.85,0.1,72.091,alpha,813.38
699.1,32.2,11.996,alpha,629.8
694.23,27.4,18.931,gamma,1155.43
505.6,,23.748,alpha,1295.84
456.55,4.4,83.059,gamma,694.54
458.12,17.3,70.529,alpha,1248.91
578.11,17.1,48.375,gamma,1232.69
780.24,15.7,80.172,gamma,835.23
536.26,0.9,79.422,alpha,504.36
317.71,2.7,32.882,beta,732.19
664.89,1.6,75.958,gamma,851.19
684.23,8.6,12.687,alpha,1385.42
630.93,0.3,45.355,gamma,970.42
649.1,1.6,3.007,beta,748.29
445.81,10.7,36.947,gamma,1036.96
314.2,1.9,47.24,alpha,676.16
326.36,15.5,-1.209,gamma,1128.59
172.91,1.4,40.887,gamma,755.58
547.39,28.9,61.684,beta,791.87
483.31,3.1,57.55,alpha,1093.87
,3.6,-4.021,beta,1437.56
91.12,0.1,0.487,beta,1549.45
250.54,16.5,,beta,740.03
724.17,7.5,82.695,beta,850.85
367.07,53.2,85.673,gamma,1128.88
572.12,1.6,24.057,beta,1292.2
221.86,23.0,69.078,beta,458.98
787.74,2.5,53.513,gamma,1021.83
471.19,,98.176,gamma,878.21
,4.5,0.411,beta,518.99
965.16,8.2,50.267,alpha,665.71
803.29,,55.179,gamma,858.06
438.69,12.8,23.844,beta,1014.7
381.36,,-4.835,beta,1252.03
434.89,0.0,-4.269,gamma,1088.59
601.98,,39.898,beta,1236.88
478.96,0.0,66.172,gamma,1006.68
420.95,,67.019,beta,823.76
793.44,20.8,9.907,gamma,954.06
477.16,4.9,84.377,alpha,1173.88
959.92,15.9,31.488,gamma,1258.14
518.15,17.4,96.08,alpha,963.03
857.06,0.3,2.998,gamma,767.72
571.46,33.1,82.01,alpha,1083.91
692.59,5.9,89.917,gamma,1119.5
355.08,18.8,80.494,gamma,1308.18
329.25,5.8,78.973,gamma,830.31
591.94,5.1,29.744,gamma,833.05
697.71,17.2,68.468,beta,1189.04
508.05,31.6,53.728,alpha,898.14
242.72,9.6,36.693,gamma,887.58
227.95,0.3,99.242,beta,1313.53
214.57,8.2,21.95,gamma,657.25
146.48,4.0,35.446,gamma,1514.05
521.9,9.2,89.315,gamma,846.84
725.01,6.3,21.791,beta,1216.68
497.32,,6.795,beta,972.8
47.92,0.6,,beta,1067.84
461.85,0.2,73.524,beta,934.3
467.44,14.5,84.584,gamma,1214.14
919.2,5.3,2.589,alpha,913.17
208.57,31.9,58.388,alpha,856.76
421.86,38.6,52.402,alpha,1453.34
841.17,15.7,63.568,beta,1007.35
590.0,10.4,63.816,gamma,831.08
612.66,,95.541,alpha,627.43
522.92,6.9,28.118,gamma,1466.39
565.99,9.7,22.974,alpha,862.02
655.52,25.8,53.935,gamma,1515.46
,12.1,37.236,gamma,1099.71
675.61,3.4,,gamma,1035.72
225.4,6.0,-2.38,gamma,1042.46
565.67,39.1,6.307,beta,1553.99
,3.0,92.891,gamma,451.95
376.74,16.5,-2.488,gamma,1053.59
495.46,2.0,54.916,alpha,933.7
375.49,2.3,73.003,gamma,946.73
285.66,,-8.695,gamma,1037.33
429.28,7.3,,alpha,933.44
279.2,7.9,31.478,gamma,1047.03
564.56,4.8,45.75,alpha,994.11
269.98,5.7,27.575,beta,671.61
7807.809024269171,7.0,61.39,gamma,1095.34
263.7,3.0,14.904,gamma,1179.01
386.74,2.6,-7.197,beta,864.48
375.08,18.5,-9.827,gamma,1466.97
765.03,4.7,28.006,alpha,1333.89
566.06,7.5,29.783,gamma,1210.99
457.65,38.2,,alpha,1207.96
,0.4,,gamma,1007.52
78.56,3.7,48.307,gamma,1285.34
491.37,8.7,53.559,beta,1392.69
899.5,24.6,66.92,alpha,1202.01
526.47,18.7,60.261,beta,857.43
513.58,25.8,-9.105,alpha,990.08
609.63,3.9,59.504,gamma,1143.42
679.12,9.4,25.463,beta,1209.44
100.51,31.1,75.016,gamma,980.63
163.53,,10.72,gamma,858.3
542.06,8.3,68.783,alpha,1396.05
357.02,1.1,58.804,gamma,731.92
762.41,10.5,61.752,alpha,764.67
436.97,0.2,9.354,alpha,668.22
113.09,20.0,63.609,alpha,764.11
246.4,32.3,71.068,beta,1311.84
49.94,16.4,43.835,gamma,1320.21
453.17,3.8,27.44,gamma,981.49
462.32,7.9,8.321,alpha,1124.08
415.11,8.7,21.896,alpha,997.37
715.78,5.2,74.021,alpha,702.01
739.7,,35.034,gamma,1554.53
465.92,,67.298,beta,1343.68
73.06,,71.41,alpha,1088.6
623.46,9.5,64.159,alpha,786.03
611.07,1.6,64.089,alpha,943.77
561.88,26.1,57.189,gamma,826.89
,8.3,47.026,beta,1024.4
267.03,1.2,11.76,beta,1077.48
901.75,26.1,82.708,gamma,914.72
308.11,17.9,96.069,alpha,636.4
649.84,3.9,,alpha,1533.01
162.53,6.6,92.656,alpha,1059.38
,30.0,99.779,alpha,1114.15
803.27,5.0,43.482,gamma,894.4
447.82,10.2,69.679,gamma,609.5
667.98,19.1,60.817,beta,979.17
547.39,5.4,16.099,gamma,919.19
479.01,23.7,-4.82,beta,1177.38
,14.4,39.869,alpha,1226.52
452.67,9.6,76.593,alpha,1191.26
143.85,8.3,25.765,alpha,1247.07
339.35,22.4,76.288,gamma,1450.92
610.24,16.4,62.028,beta,1097.46
579.1,7.8,,gamma,1274.8
186.59,5.0,21.431,alpha,1123.47
355.13,5.8,41.705,gamma,524.99
383.66,11.8,9.987,alpha,961.37
426.91,0.3,17.124,beta,783.07
224.82,2.1,-0.116,beta,1057.86
374.33,32.9,3.945,gamma,802.25
354.28,18.4,13.156,beta,1151.42
654.31,16.9,53.826,gamma,1245.26
661.82,,38.533,beta,1300.89
470.84,3.8,19.363,beta,1404.82
,10.8,84.722,gamma,580.99
527.98,0.4,47.766,gamma,700.25
336.68,8.3,91.542,alpha,1731.95
270.63,0.2,59.846,gamma,1252.38
311.96,5.6,-8.263,beta,1056.11
373.04,50.6,90.482,gamma,1008.01
267.31,4.7,84.321,beta,985.78
532.41,14.1,59.88,gamma,516.56
645.94,6.2,48.825,gamma,806.92
,0.5,39.822,beta,972.04
,0.1,43.039,gamma,821.04
456.01,1.9,74.614,beta,853.72
568.3,3.0,46.446,gamma,1639.68
497.41,6.0,9.363,alpha,937.09
209.28,,-3.6,gamma,1069.53
,9.1,3.88,beta,1060.63
505.88,18.1,17.659,beta,1147.36
705.76,,30.451,beta,880.68
57.16,1.8,88.166,gamma,1311.75
569.15,34.4,16.3,beta,1110.89
737.92,15.5,25.156,alpha,678.21
469.39,2.2,,gamma,973.12
610.04,0.9,50.032,beta,956.96
359.39,23.1,57.88,alpha,945.46
476.13,28.6,48.534,alpha,1127.32
175.82,8.9,94.704,gamma,1158.68
31.13,9.3,99.492,alpha,1129.16
688.55,1.1,82.114,alpha,1084.73
303.0,8.1,78.583,beta,1021.41
408.89,9.7,30.266,alpha,462.2
222.71,33.2,53.776,beta,1194.47
218.01,2.3,28.662,alpha,1122.09
465.23,5.1,76.279,gamma,753.81
354.08,7.8,8.901,beta,1070.15
575.59,2.2,,alpha,1161.98
590.51,18.5,-5.744,beta,1292.81
6661.182450638047,4.2,56.983,alpha,1127.58
547.72,4.1,65.739,alpha,1080.4
815.55,18.8,-9.63,alpha,1236.69
286.48,1.2,46.186,gamma,923.36
489.01,9.4,31.456,gamma,1103.0
726.54,4.3,77.162,beta,844.72
752.91,6.1,-5.722,alpha,1277.57
215.65,7.9,-4.658,alpha,597.57
437.53,15.7,58.223,gamma,1204.18
771.62,11.4,55.08,beta,1004.43
601.62,12.5,81.42,alpha,1241.35
539.05,,55.149,alpha,804.86
456.46,7.9,94.431,beta,1022.5
423.24,23.6,,alpha,1015.16
557.64,0.8,33.771,gamma,1108.47
449.53,13.1,97.544,alpha,738.11
491.48,8.1,1.828,alpha,1159.05
515.72,2.4,77.55,gamma,538.53
364.39,32.2,-8.727,beta,833.04
,23.2,43.516,gamma,609.32
1082.85,23.6,6.874,alpha,1207.05
144.6,4.9,55.875,gamma,1100.03
564.8,10.6,77.799,alpha,1114.01
347.96,14.4,-6.365,gamma,1368.3
615.48,9.6,8.015,gamma,921.01
509.31,12.0,27.687,beta,1152.4
652.37,11.8,18.138,beta,1016.51
735.1,6.9,32.154,alpha,978.44
538.48,5.0,,gamma,1326.66
726.41,5.0,1.133,alpha,1520.47
31.14,2.0,36.561,alpha,892.13
818.09,20.9,40.28,beta,1208.43
575.01,34.5,20.838,alpha,1079.78
715.57,8.5,20.636,alpha,1082.78
256.02,9.1,68.623,beta,1061.79
333.85,60.2,57.963,alpha,916.73
529.19,22.7,79.412,gamma,103.75
496.59,17.7,34.558,gamma,1383.7
556.61,3.3,56.738,alpha,826.32
716.9,18.3,88.295,alpha,939.61
146.96,1.2,83.646,gamma,944.93
694.76,2.9,91.203,alpha,804.05
501.66,9.6,19.587,beta,1060.06
459.24,4.7,98.396,gamma,988.92
,,79.803,beta,820.87
600.61,5.4,77.429,alpha,1037.33
17.18,13.8,63.434,alpha,991.74
629.68,5.6,98.159,beta,1231.96
201.58,,,beta,664.9
510.69,,71.569,alpha,798.65
476.17,23.7,66.869,beta,1181.32
733.91,0.8,70.53,beta,840.06
464.27,3.7,72.661,alpha,774.15
361.17,25.3,10.983,gamma,852.43
398.68,0.4,28.396,gamma,974.76
754.58,2.8,33.148,gamma,975.71
607.26,11.5,72.28,beta,947.51
422.87,10.8,68.787,beta,742.86
452.71,7.5,81.67,alpha,1193.29
186.56,6.9,76.737,alpha,1331.55
577.69,14.1,55.564,alpha,522.39
148.04,15.8,5.394,beta,611.61
650.36,19.9,59.9,beta,1250.71
525.72,8.3,87.577,beta,1392.45
977.39,2.1,60.749,beta,467.71
279.97,10.7,88.519,alpha,1203.86
479.47,16.2,99.896,gamma,1409.47
859.66,42.2,29.512,alpha,784.4
738.28,8.4,,alpha,1394.92
360.76,5.2,49.395,gamma,955.5
544.79,26.9,40.047,beta,1078.66
,0.6,16.385,gamma,820.19
556.39,5.6,17.051,gamma,1250.26
360.26,11.3,10.347,gamma,1208.61
482.14,4.2,59.463,beta,1431.18
180.39,23.8,5.626,gamma,1360.15
527.02,11.5,37.453,alpha,997.71
590.0,,,beta,1777.09
454.52,7.2,38.206,gamma,1337.7
176.99,2.7,84.042,gamma,1135.13
697.71,24.8,38.749,beta,750.71
572.91,7.8,-0.888,gamma,617.49
354.8,18.6,99.142,alpha,638.74
443.88,8.6,82.948,alpha,766.58
199.87,1.6,62.605,gamma,1344.33
294.92,1.6,73.196,beta,1121.77
392.44,4.8,4.101,alpha,846.66
745.68,1.6,74.251,alpha,966.03
372.1,0.9,12.852,alpha,935.56
628.04,35.9,43.787,gamma,1200.01
392.34,3.1,9.578,gamma,780.3
549.59,9.8,72.916,gamma,1087.42
471.72,0.4,17.053,alpha,1075.02
674.61,6.3,17.853,gamma,787.78
393.04,3.1,2.014,beta,1397.0
185.49,6.6,69.267,alpha,926.11
,24.3,22.543,gamma,751.81
393.62,4.8,47.011,gamma,1213.22
250.19,13.8,26.547,beta,1013.62
582.04,3.8,75.217,alpha,1102.11
406.85,,14.913,gamma,703.83
,1.8,93.492,alpha,1203.1
152.46,14.4,25.347,alpha,1543.11
540.73,16.0,1.424,beta,684.29
274.41,0.6,16.434,gamma,1088.55
401.32,0.4,-1.866,gamma,803.67
528.28,12.0,41.561,gamma,1672.4
34.93,,17.528,gamma,1309.91
547.37,23.9,87.465,alpha,1070.53
880.58,58.3,46.884,alpha,693.03
409.31,9.3,15.671,gamma,753.49
551.96,11.4,39.64,beta,1186.57
704.98,3.9,11.559,gamma,659.38
467.21,,,beta,667.22
383.81,11.5,23.072,beta,1002.21
44.85,8.4,1.913,alpha,1033.35
628.2,7.6,10.751,beta,1095.01
477.37,1.1,93.185,gamma,890.12
297.46,13.4,63.348,gamma,1230.04
525.32,2.2,91.321,beta,784.55
383.26,2.4,18.253,gamma,1156.66
394.31,14.2,84.271,alpha,1053.53
621.26,0.8,29.85,beta,1150.16
232.32,8.9,5.861,beta,1295.5
709.46,10.7,78.518,gamma,886.17
220.46,1.0,-3.438,gamma,834.73
367.46,3.8,,alpha,577.9
,17.8,,gamma,495.25
725.47,10.0,57.89,gamma,956.01
519.52,5.6,46.987,alpha,973.12
311.89,2.8,28.9,alpha,728.48
394.15,10.5,-1.744,alpha,782.23
,4.9,99.007,alpha,1380.86
507.5,7.3,9.225,gamma,1218.96
481.83,12.9,18.084,gamma,684.6
493.83,23.1,15.951,beta,889.41
457.12,,89.874,beta,1101.5
211.6,16.8,74.006,beta,843.39
396.7,13.3,40.306,gamma,797.83
682.92,46.1,95.097,alpha,915.44
226.33,4.1,-4.194,gamma,1272.67
462.09,8.6,88.304,gamma,1295.35
336.05,7.7,-3.353,gamma,816.14
522.27,12.3,33.024,gamma,1115.14
422.27,13.5,-4.059,gamma,998.4
795.48,37.7,,alpha,747.94
601.32,,90.583,gamma,925.73
237.64,9.6,54.328,alpha,683.94
634.25,5.6,13.963,alpha,1290.76
345.07,2.3,20.446,alpha,1388.12
384.6,2.0,39.45,beta,897.36
562.76,4.5,25.506,alpha,837.73
401.65,5.0,-7.655,beta,1263.65
678.57,27.6,62.188,alpha,1304.04
345.1,5.6,57.477,gamma,721.4
376.21,10.4,89.474,alpha,962.99
368.73,12.9,42.454,beta,985.27
,11.0,27.918,alpha,807.31
719.84,6.6,46.267,gamma,1096.5
,28.4,,beta,825.01
841.99,25.4,58.809,beta,864.93
953.53,9.5,,beta,974.66
293.86,1.0,6.881,beta,627.73
514.08,6.9,25.022,beta,485.89
264.76,4.8,85.458,alpha,1229.57
344.48,8.6,45.608,gamma,814.92
373.98,7.1,48.502,beta,1533.72
288.57,9.0,69.465,alpha,1492.96
289.62,12.4,53.568,alpha,873.38
471.14,13.4,-2.346,gamma,1584.76
256.66,12.7,78.436,alpha,1234.39
668.43,16.0,91.512,gamma,838.67
316.45,19.1,-4.14,gamma,354.54
1061.91,6.7,3.337,gamma,1172.04
409.72,32.6,67.217,beta,1007.82
,38.9,56.492,alpha,1107.84
,4.2,32.077,alpha,942.79
841.22,27.7,49.317,alpha,714.04
723.9,12.7,67.367,beta,893.24
559.38,11.2,45.492,beta,1176.66
230.64,2.4,5.421,gamma,911.41
542.13,10.9,-0.162,alpha,909.9
275.71,6.8,38.274,beta,620.15
792.47,64.2,91.517,alpha,1022.8
661.84,20.3,51.356,beta,722.02
519.09,9.4,29.404,alpha,1229.63
12.72,20.2,89.958,beta,816.47
303.32,7.6,32.75,beta,926.07
637.55,1.1,46.006,gamma,1541.0
742.58,28.9,2.815,gamma,923.36
721.83,10.8,71.114,beta,889.86
181.6,4.8,67.033,alpha,1146.41
560.31,14.7,77.367,gamma,553.68
703.1,25.1,25.771,gamma,1312.7
168.33,18.5,37.966,gamma,1248.49
498.42,6.6,8.518,gamma,1131.11
554.77,1.2,96.096,gamma,155.73
439.85,24.6,-0.531,alpha,935.15
129.57,8.2,61.391,beta,681.78
434.86,0.4,67.578,beta,1281.03
434.54,2.3,7.351,alpha,1263.14
470.39,0.6,30.186,alpha,1097.0
387.31,13.9,-5.256,alpha,699.22
411.4,26.8,51.227,gamma,1373.57
492.06,15.8,99.443,gamma,934.43
588.49,2.7,37.287,gamma,1451.34
439.11,32.1,98.901,alpha,1066.35
418.07,2.4,3.885,gamma,1126.7
518.47,23.0,33.17,alpha,884.92
115.82,10.3,89.216,gamma,1351.74
595.41,0.0,86.437,alpha,1152.11
499.89,2.8,25.595,alpha,1360.72
507.94,1.4,64.647,alpha,1044.39
692.15,10.5,87.478,gamma,988.24
,17.6,74.357,beta,1148.78
105.23,,59.132,gamma,1360.64
554.76,25.1,6.783,alpha,1254.18
498.58,12.9,-1.97,gamma,1034.56
,2.4,57.608,beta,535.7
407.57,,45.03,beta,1202.6
632.87,11.1,16.184,gamma,640.32
686.53,7.8,22.205,alpha,1008.75
596.8,23.6,33.13,gamma,971.06
447.83,53.4,44.507,alpha,645.56
78.46,5.8,32.928,beta,1093.13
653.85,8.7,32.602,alpha,1538.58
744.35,12.2,2.731,beta,921.85
628.91,16.5,85.215,beta,1191.47
324.07,15.7,57.007,beta,1588.92
634.76,,6.071,gamma,1215.65
672.11,0.0,36.626,gamma,838.79
811.76,11.9,35.839,gamma,1059.25
324.78,1.9,,beta,1120.2
454.71,,56.976,alpha,1358.45
649.45,10.7,60.974,alpha,1303.51
511.48,1.9,66.769,alpha,307.53
276.53,,1.369,beta,785.95
582.92,10.3,23.541,alpha,982.49
615.73,0.8,-8.092,gamma,746.18
517.59,0.2,40.011,gamma,74.98
543.92,,37.237,alpha,818.6
448.26,4.8,70.776,gamma,999.1
795.66,10.7,8.383,beta,868.68
319.86,2.0,59.464,beta,750.76
382.54,9.5,23.736,gamma,1010.37
,8.9,32.011,beta,1085.77
675.79,7.6,69.122,alpha,882.85
200.53,31.8,-2.13,beta,1342.94
237.94,9.4,27.706,alpha,1014.43
,0.0,33.046,alpha,782.12
506.54,11.2,68.732,gamma,718.87
276.34,1.4,11.915,alpha,946.76
423.09,5.0,94.215,beta,1278.36
632.28,6.0,99.754,alpha,794.08
371.69,5.8,80.08,beta,1148.97
546.26,2.9,22.968,alpha,1023.64
440.13,17.0,63.025,beta,1498.31
634.42,10.5,-0.854,beta,1097.56
595.03,6.9,85.841,beta,825.44
361.61,25.1,46.759,alpha,1184.09
466.27,9.2,,beta,1192.51
708.75,8.9,26.016,gamma,900.75
578.68,4.8,78.082,gamma,709.0
220.61,10.0,85.725,beta,1134.01
631.12,4.5,47.168,alpha,1015.88
283.08,12.7,42.834,beta,620.86
782.5,5.6,72.581,beta,1063.63
704.82,7.4,80.881,gamma,840.75
557.98,17.1,74.133,beta,621.1
531.45,0.6,32.287,alpha,911.97
458.19,2.9,60.612,gamma,1320.73
635.7,11.5,84.31,beta,1302.02
425.84,1.8,6.694,beta,1236.69
547.11,9.0,,alpha,1067.31
674.39,16.0,-3.772,gamma,1148.95
387.64,2.6,34.977,gamma,1024.66
376.76,1.9,74.951,gamma,723.74
261.13,11.5,11.673,beta,773.62
287.11,,,beta,848.2
134.32,0.5,-5.976,alpha,1350.34
645.97,,88.741,beta,1269.17
861.78,3.9,80.201,alpha,730.03
6609.70820864072,11.9,47.685,beta,1013.35
174.78,32.3,67.637,gamma,899.35
644.97,6.4,1.431,gamma,961.22
784.42,7.0,82.973,beta,865.99
408.64,4.8,68.679,gamma,1351.42
520.29,2.9,3.196,beta,995.27
98.42,28.8,97.876,gamma,1054.04
553.35,3.6,-7.522,beta,1056.06
9979.441067444903,31.7,,beta,743.06
539.93,4.9,8.893,beta,1027.14
187.76,73.6,69.118,beta,1265.58
608.57,4.2,-2.255,beta,1368.17
704.9,2.2,-1.079,gamma,713.05
343.36,47.4,41.292,alpha,620.35
272.62,15.9,99.341,alpha,1015.53
68.8,17.0,,beta,1277.3
446.72,40.6,57.378,beta,1089.9
383.68,11.6,47.046,beta,1170.07
189.8,3.7,82.633,alpha,659.94
590.6,7.4,21.745,gamma,857.0
410.01,1.9,51.044,beta,450.97
284.85,11.2,94.569,beta,964.38
389.09,6.8,26.584,gamma,458.95
714.26,1.6,38.335,beta,1333.17
620.59,7.0,87.769,alpha,1388.71
473.99,3.2,26.575,gamma,1035.16
623.82,18.2,31.874,beta,621.86
267.82,7.1,23.453,gamma,1093.93
506.47,13.6,79.048,beta,1464.78
,11.1,92.343,alpha,1118.93
406.03,3.0,59.421,beta,1296.25
587.09,25.7,58.599,gamma,878.71
343.91,2.0,32.9,gamma,782.2
601.96,4.2,-8.627,alpha,982.28
610.37,0.3,9.133,gamma,518.32
83.43,12.3,6.218,gamma,1566.02
738.06,1.9,2.747,beta,1034.91
109.53,16.7,61.945,alpha,1216.69
,5.2,4.998,beta,884.62
705.07,4.7,-0.58,beta,614.23
436.54,0.9,32.084,alpha,1356.45
206.76,23.7,17.392,gamma,718.97
281.25,44.2,6.045,beta,1087.21
705.38,4.2,6.074,alpha,1110.77
115.7,4.8,18.183,beta,1018.49
725.8,10.9,49.053,gamma,803.85
488.98,8.5,73.391,beta,962.59
261.52,31.6,83.805,beta,762.49
383.38,10.5,72.656,alpha,1202.29
296.56,39.5,59.103,alpha,1142.89
673.25,24.1,89.839,gamma,994.65
646.49,6.7,47.171,gamma,857.91
156.17,6.5,59.669,alpha,1526.83
419.28,16.9,35.278,beta,674.48
327.36,,26.012,gamma,613.85
758.7,9.3,26.488,gamma,979.5
5399.298449381628,0.2,6.315,beta,935.49
820.85,,77.626,gamma,1274.4
493.34,20.8,-3.91,alpha,1161.53
267.61,1.9,64.215,alpha,1007.38
364.55,19.2,85.091,beta,1125.08
339.68,5.5,44.717,alpha,1120.54
245.08,4.5,-2.278,gamma,1525.89
518.97,,37.126,beta,1063.34
254.42,17.1,27.755,beta,829.73
63.93,6.0,98.409,beta,1049.63
424.06,6.8,66.039,gamma,345.33
139.43,10.9,69.35,alpha,991.84
349.57,38.5,46.741,beta,1273.25
318.18,4.2,68.036,beta,1150.55
325.76,2.6,69.483,alpha,1074.64
900.19,10.7,-2.701,gamma,1162.31
511.28,7.1,14.487,gamma,1275.81
,5.4,-8.574,alpha,1356.31
144.72,17.0,46.079,gamma,1111.86
369.21,11.5,86.338,gamma,920.97
543.06,2.2,57.051,gamma,421.62
295.09,45.0,45.023,beta,1244.54
681.61,18.2,91.856,alpha,1128.8
259.46,1.5,8.944,alpha,1038.16
,18.0,-1.794,alpha,827.99
,,90.904,alpha,1241.29
532.86,16.9,89.306,beta,935.69
371.9,8.8,65.127,alpha,991.39
,3.7,17.058,gamma,986.0
452.77,27.9,96.674,beta,1112.46
353.12,17.8,74.188,beta,712.84
597.02,25.3,64.128,alpha,1140.64
547.68,6.4,14.52,beta,819.78
482.28,1.5,46.44,gamma,828.55
,4.6,80.483,beta,1221.31
659.31,17.2,84.629,gamma,751.24
452.83,8.3,51.757,alpha,1220.86
438.66,6.7,47.507,alpha,1025.34
,,66.745,beta,587.93
839.32,34.7,48.107,gamma,1341.12
231.93,7.8,35.945,gamma,1077.56
653.97,20.6,-0.604,gamma,1098.53
121.37,1.5,3.865,alpha,1251.81
543.45,6.8,73.63,alpha,1374.81
815.02,0.2,-7.287,beta,1050.26
597.73,1.5,-4.246,gamma,1154.32
534.13,,89.511,gamma,1092.8
387.91,9.3,67.44,alpha,914.28
506.21,34.9,-9.537,beta,604.14
6473.663510493734,,24.325,beta,1053.73
342.8,0.0,73.965,gamma,1344.73
442.02,2.3,35.936,alpha,1145.83
539.68,28.8,41.568,gamma,733.14
346.56,65.1,40.468,gamma,1274.38
338.74,15.7,12.235,alpha,922.63
227.95,21.6,69.353,gamma,476.99
578.15,12.4,1.331,beta,1254.48
609.06,15.1,45.798,gamma,763.65
546.33,21.1,8.695,alpha,1445.18
693.03,5.6,-4.881,gamma,1286.94
517.57,3.7,5.757,alpha,943.05
578.4,4.9,85.627,alpha,1114.84
,,9.376,beta,1605.98
9318.494658201078,3.1,20.621,beta,1250.0
,34.8,5.19,alpha,1059.55
942.83,5.3,70.91,alpha,1722.29
,0.6,38.999,beta,1029.4
366.82,29.8,93.8,alpha,1145.45
586.8,18.2,63.076,alpha,765.95
550.37,28.4,48.453,alpha,581.32
219.04,8.2,62.229,gamma,928.05
724.54,5.2,,gamma,1009.6
481.16,20.4,,beta,1082.32
277.81,10.0,95.207,gamma,645.06
737.76,,20.375,alpha,1165.17
625.14,7.7,59.113,alpha,792.4
247.09,6.4,12.211,beta,1152.18
855.44,0.0,50.222,gamma,1233.73
631.76,4.8,74.787,beta,901.12
497.96,14.1,93.38,gamma,759.05
818.04,0.2,27.314,beta,1385.91
531.86,7.5,66.286,alpha,1218.23
494.38,8.6,68.807,gamma,1037.99
367.94,0.6,14.326,beta,1367.11
616.37,13.5,59.194,gamma,1020.82
595.32,37.4,62.096,gamma,844.87
502.94,31.8,74.048,gamma,749.57
342.0,2.3,99.994,gamma,973.05
525.99,1.2,,gamma,1192.93
486.04,16.5,12.254,beta,1347.44
233.31,41.5,5.959,alpha,1005.88
205.64,0.3,6.988,beta,1303.28
613.03,4.7,39.967,alpha,946.43
20.38,2.4,86.639,alpha,804.6
541.08,5.0,39.36,beta,673.42
404.38,16.1,63.533,beta,873.44
7045.882160342206,0.7,31.415,beta,682.84
401.31,9.6,25.163,beta,1502.38
631.9,1.3,81.766,gamma,1109.82
420.62,0.1,62.11,alpha,976.1
522.75,1.7,28.598,beta,1430.5
647.37,0.5,90.558,alpha,674.43
407.49,14.1,44.836,gamma,965.71
699.31,3.8,10.71,beta,1499.92
,5.5,43.154,beta,963.99
558.92,4.4,64.217,beta,1611.7
684.53,3.7,30.382,gamma,1196.4
632.01,25.9,82.816,beta,1326.48
883.29,8.3,48.646,gamma,1333.72
347.31,8.3,41.454,alpha,1000.4
224.17,9.6,84.458,gamma,877.95
301.13,1.7,40.921,gamma,971.14
,6.5,35.585,alpha,753.27
599.58,12.1,1.409,alpha,983.51
520.45,13.0,29.874,gamma,998.9
275.41,4.6,33.675,beta,1422.31
653.37,1.4,9.868,gamma,1148.32
255.06,6.5,54.661,alpha,1590.65
731.79,26.0,5.823,beta,460.11
1071.49,12.9,14.606,gamma,695.74
573.29,4.6,51.72,gamma,911.16
616.62,53.6,19.588,beta,1373.12
,11.3,60.364,alpha,972.61
7283.114558754677,47.5,65.956,beta,633.04
379.46,7.7,23.142,beta,938.72
281.42,2.2,-0.387,gamma,700.6
210.6,4.2,43.84,gamma,651.59
844.47,19.7,0.219,gamma,1499.71
554.57,9.9,46.676,alpha,912.1
575.94,,,beta,1043.29
438.2,26.2,58.236,beta,976.76
465.43,3.5,39.309,beta,937.13
,22.4,94.044,gamma,789.83
,0.6,1.192,gamma,922.34
606.14,15.7,86.8,alpha,1084.31
460.8,0.5,78.014,gamma,1354.66
431.57,11.7,36.171,gamma,1236.86
218.62,,6.815,gamma,695.23
104.45,29.2,7.145,beta,1247.13
447.69,6.7,91.399,gamma,1118.86
511.3,28.9,15.708,beta,843.82
242.77,8.6,86.153,gamma,1045.52
493.11,0.8,45.362,gamma,1143.07
510.75,3.1,40.791,gamma,1011.76
68.8,7.2,58.146,beta,1120.06
316.98,34.3,13.654,alpha,784.26
,3.3,37.121,beta,1498.21
577.41,24.0,93.233,gamma,517.68
269.27,13.5,16.208,beta,1144.46
531.69,20.8,91.374,gamma,1091.69
704.48,8.5,99.363,beta,1160.74
,3.1,-4.29,beta,822.91
480.94,4.1,48.452,alpha,1292.3
406.4,,8.9,beta,973.0
374.13,19.4,58.389,alpha,703.45
593.56,11.4,98.85,beta,726.3
539.02,29.5,88.657,gamma,1031.18
625.88,0.1,91.733,gamma,600.87
526.37,1.1,13.468,alpha,1450.13
663.75,8.0,49.655,beta,1262.23
518.92,3.5,15.831,alpha,1456.71
656.94,16.0,88.937,alpha,1430.36
674.16,6.5,11.027,gamma,912.02
339.09,22.3,,beta,782.67
138.37,16.8,-8.662,alpha,330.56
808.7,30.4,10.014,alpha,898.44
,1.5,10.874,alpha,1441.41
157.1,5.8,-1.476,beta,793.04
357.24,2.0,85.452,alpha,947.52
654.37,14.4,75.8,beta,861.36
444.06,2.4,17.993,beta,1093.75
397.59,8.5,76.158,beta,1321.52
780.18,15.6,36.438,alpha,615.2
