amount,tenure,score,group,target,outlier
465.69,5.8,-8.274,alpha,724.26,0
188.12,8.4,88.833,beta,746.46,0
693.46,5.5,77.104,alpha,1224.09,0
803.36,3.3,-1.659,alpha,958.47,0
340.62,10.1,69.597,beta,1238.86,0
560.39,2.0,74.804,alpha,910.16,0
354.92,17.7,56.254,gamma,999.72,0
374.3,21.1,53.544,gamma,1039.07,0
7736.631836526283,3.0,-4.534,alpha,1346.82,1
492.29,16.6,-3.455,gamma,1326.47,0
847.93,14.7,70.002,gamma,1288.31,0
403.55,38.4,1.612,gamma,842.8,1
699.87,1.3,16.603,beta,753.29,0
519.48,2.4,44.872,alpha,1190.2,0
659.16,5.6,8.058,gamma,1344.19,0
410.57,2.7,76.882,beta,1290.7,0
490.09,6.3,78.812,alpha,1003.26,0
476.9,8.2,82.636,alpha,1181.95,0
9565.105013836735,18.2,-4.548,alpha,1186.35,1
632.42,14.5,37.066,beta,1037.24,0
630.05,7.7,83.161,beta,1048.09,0
618.71,34.2,29.954,beta,1024.55,1
807.39,62.5,66.54,gamma,802.98,1
789.87,6.5,54.817,gamma,828.49,0
425.01,7.7,28.193,gamma,824.63,0
574.61,7.0,20.405,beta,600.19,0
375.28,20.3,61.802,gamma,1035.71,0
504.67,21.4,4.699,alpha,989.86,0
380.05,5.3,84.613,beta,1190.49,0
824.01,13.1,53.409,beta,1315.18,0
572.74,5.9,2.265,alpha,1331.07,0
456.39,17.5,67.388,gamma,1354.62,0
738.72,6.3,37.422,alpha,810.73,0
65.88,1.9,12.449,alpha,642.01,1
97.18,21.6,95.718,alpha,1232.69,1
659.17,17.6,69.161,gamma,1345.53,0
512.09,20.7,43.3885,beta,1389.0,0
550.09,15.7,83.375,alpha,1121.25,0
234.72,20.8,49.826,gamma,500.82,0
495.35,2.9,38.562,alpha,1091.4,0
900.7,8.2,10.839,alpha,1138.86,0
664.84,3.2,6.873,gamma,1313.02,0
533.94,12.0,37.517,alpha,1357.41,0
412.19,12.5,40.157,alpha,1227.41,0
421.09,5.1,70.664,beta,853.18,0
74.16,12.8,38.629,gamma,742.72,0
551.53,18.2,55.248,gamma,1133.49,0
669.1,9.3,81.577,alpha,801.9,0
184.88,1.7,99.267,alpha,1368.78,1
367.72,3.8,25.478,beta,573.86,0
268.51,18.9,89.215,beta,1141.72,0
306.93,7.8,78.666,beta,1079.88,0
510.7,8.4,-2.519,beta,948.31,0
492.29,29.7,26.757,gamma,768.72,0
622.85,6.8,50.267,alpha,484.56,0
650.77,43.6,63.082,gamma,867.14,1
9286.075119103378,14.7,51.083,gamma,871.53,1
3.86,25.9,44.434,gamma,1277.93,1
300.72,7.2,73.992,beta,804.29,0
746.58,22.0,26.664,beta,1113.19,0
7705.842275103534,4.1,32.103,beta,676.94,1
430.5,4.7,85.22,alpha,1120.06,0
264.0,16.4,96.943,alpha,440.57,0
660.91,1.7,75.399,beta,1523.82,0
364.98,5.7,13.878,beta,964.73,0
580.79,14.4,2.392,beta,301.37,0
613.09,35.7,13.013,beta,820.56,1
867.25,3.5,50.267,alpha,781.08,0
459.41,23.0,16.037,gamma,836.05,0
575.21,7.7,89.115,gamma,908.84,0
202.99,55.3,50.267,alpha,834.35,1
738.08,8.2,35.84,alpha,795.9,0
347.9,10.8,20.119,beta,710.33,0
387.85,19.5,31.873,alpha,1205.45,0
495.55,0.5,42.366,alpha,1300.28,0
187.42,24.8,68.52,gamma,936.36,0
8527.926681538607,4.5,-0.172,alpha,995.59,1
693.49,18.4,83.372,beta,718.42,0
558.59,10.9,4.032,gamma,1017.76,0
492.29,5.3,18.87,gamma,1057.49,0
475.24,32.8,99.295,alpha,945.15,1
648.41,0.3,10.923,alpha,1099.02,0
124.4,6.9,1.126,gamma,1077.18,1
285.05,5.1,43.3885,beta,736.47,0
675.31,3.5,44.434,gamma,1298.26,0
554.02,8.4,0.102,beta,948.09,0
582.39,11.5,-9.588,alpha,1418.89,0
871.9,10.1,-1.292,alpha,1105.11,1
593.71,13.7,47.501,gamma,1492.73,0
631.58,4.1,15.398,gamma,1293.82,0
1042.15,39.0,75.531,gamma,1056.8,1
7787.302066570017,8.2,84.326,alpha,819.22,1
340.42,32.5,5.932,alpha,824.61,1
585.56,0.9,27.072,alpha,1133.26,0
587.8,5.3,6.123,gamma,1035.78,0
394.66,8.3,21.536,alpha,852.74,0
293.52,2.7,16.312,gamma,1208.26,0
961.97,7.3,76.555,alpha,1009.69,0
565.37,6.5,28.003,beta,1209.75,0
353.54,15.2,44.512,alpha,756.13,0
683.19,5.9,64.128,beta,1249.87,0
478.17,7.7,80.448,gamma,1125.25,0
449.42,4.8,23.133,alpha,1299.39,0
612.45,54.2,13.014,beta,1244.36,1
241.62,3.1,97.63,alpha,978.76,0
570.53,7.7,25.216,alpha,958.66,0
882.59,11.9,63.817,gamma,1445.76,0
593.24,5.7,64.563,beta,927.36,0
424.76,0.3,46.543,beta,1187.11,0
398.58,10.5,15.129,alpha,904.65,0
515.645,7.6,5.56,alpha,534.53,0
449.21,0.2,43.572,beta,693.17,0
424.44,10.3,46.202,alpha,1101.48,0
683.26,3.7,75.07,gamma,1175.28,0
153.36,15.9,68.082,alpha,1102.3,0
672.4,0.5,90.325,gamma,1286.49,0
424.06,6.9,96.795,alpha,1097.82,0
575.39,3.9,70.064,beta,806.19,0
274.6,0.8,-1.584,alpha,1148.58,1
765.73,26.0,34.563,alpha,1042.4,0
749.13,7.7,56.968,beta,856.11,0
691.92,5.5,54.921,alpha,1118.13,0
197.05,18.8,9.959,alpha,1019.84,0
665.82,7.3,54.124,gamma,848.75,0
580.97,12.9,28.465,beta,955.53,0
178.95,7.6,27.282,beta,1353.39,0
495.14,8.4,81.741,beta,1345.22,0
572.91,13.3,36.413,beta,1047.04,0
611.22,0.4,48.014,beta,1014.32,0
535.45,7.5,51.916,gamma,641.74,0
558.25,38.1,51.93,beta,1429.84,1
794.72,1.7,13.443,beta,1259.09,0
745.21,21.1,55.94,alpha,1187.99,0
73.41,3.3,26.809,gamma,431.32,0
436.51,25.5,62.052,beta,1010.23,0
467.07,2.0,6.027,beta,968.22,0
149.58,5.9,99.353,gamma,1170.7,1
518.84,10.7,74.925,alpha,887.24,0
749.75,47.6,35.898,alpha,942.07,1
5069.716668473952,3.6,23.149,alpha,1154.85,1
567.28,17.3,32.658,alpha,806.61,0
316.84,5.6,69.333,beta,856.49,0
365.62,8.4,62.095,beta,1048.33,0
795.48,12.7,67.23,alpha,1334.62,0
391.49,1.0,87.79,alpha,1202.12,0
592.44,9.4,40.192,gamma,1268.85,0
515.645,1.9,63.647,alpha,1015.83,0
872.46,4.1,38.566,gamma,1373.77,0
620.53,10.3,60.191,gamma,564.7,0
463.5,2.6,42.231,beta,1505.56,0
615.11,8.4,75.433,beta,1537.94,0
218.04,7.2,43.3885,beta,1114.15,0
736.51,9.1,13.728,alpha,1208.07,0
435.2,9.6,22.608,beta,990.5,0
459.19,6.0,93.993,beta,947.61,0
401.67,5.3,45.775,beta,847.28,0
383.87,12.1,30.079,alpha,987.75,0
638.93,23.9,44.434,gamma,1138.98,0
551.18,16.7,39.7,beta,1104.97,0
630.35,2.5,85.461,alpha,1496.65,0
498.24,26.8,95.857,gamma,1025.07,1
602.64,14.9,82.858,gamma,627.79,0
416.23,26.1,82.582,beta,1411.08,0
945.95,5.1,11.892,alpha,694.76,1
186.41,26.7,19.555,gamma,860.15,1
752.19,2.8,55.565,alpha,1067.94,0
773.58,19.5,62.175,alpha,1104.29,0
329.57,7.4,12.298,gamma,638.64,0
945.85,0.1,72.091,alpha,813.38,1
699.1,32.2,11.996,alpha,629.8,1
694.23,27.4,18.931,gamma,1155.43,0
505.6,8.2,23.748,alpha,1295.84,0
456.55,4.4,83.059,gamma,694.54,0
458.12,17.3,70.529,alpha,1248.91,0
578.11,17.1,48.375,gamma,1232.69,0
780.24,15.7,80.172,gamma,835.23,0
536.26,0.9,79.422,alpha,504.36,0
317.71,2.7,32.882,beta,732.19,0
664.89,1.6,75.958,gamma,851.19,0
684.23,8.6,12.687,alpha,1385.42,0
630.93,0.3,45.355,gamma,970.42,0
649.1,1.6,3.007,beta,748.29,0
445.81,10.7,36.947,gamma,1036.96,0
314.2,1.9,47.24,alpha,676.16,0
326.36,15.5,-1.209,gamma,1128.59,0
172.91,1.4,40.887,gamma,755.58,0
547.39,28.9,61.684,beta,791.87,0
483.31,3.1,57.55,alpha,1093.87,0
501.44,3.6,-4.021,beta,1437.56,0
91.12,0.1,0.487,beta,1549.45,1
250.54,16.5,43.3885,beta,740.03,0
724.17,7.5,82.695,beta,850.85,0
367.07,53.2,85.673,gamma,1128.88,1
572.12,1.6,24.057,beta,1292.2,0
221.86,23.0,69.078,beta,458.98,0
787.74,2.5,53.513,gamma,1021.83,0
471.19,7.7,98.176,gamma,878.21,0
501.44,4.5,0.411,beta,518.99,0
965.16,8.2,50.267,alpha,665.71,0
803.29,7.7,55.179,gamma,858.06,0
438.69,12.8,23.844,beta,1014.7,0
381.36,8.4,-4.835,beta,1252.03,0
434.89,0.0,-4.269,gamma,1088.59,1
601.98,8.4,39.898,beta,1236.88,0
478.96,0.0,66.172,gamma,1006.68,0
420.95,8.4,67.019,beta,823.76,0
793.44,20.8,9.907,gamma,954.06,0
477.16,4.9,84.377,alpha,1173.88,0
959.92,15.9,31.488,gamma,1258.14,1
518.15,17.4,96.08,alpha,963.03,0
857.06,0.3,2.998,gamma,767.72,1
571.46,33.1,82.01,alpha,1083.91,1
692.59,5.9,89.917,gamma,1119.5,0
355.08,18.8,80.494,gamma,1308.18,0
329.25,5.8,78.973,gamma,830.31,0
591.94,5.1,29.744,gamma,833.05,0
697.71,17.2,68.468,beta,1189.04,0
508.05,31.6,53.728,alpha,898.14,0
242.72,9.6,36.693,gamma,887.58,0
227.95,0.3,99.242,beta,1313.53,1
214.57,8.2,21.95,gamma,657.25,0
146.48,4.0,35.446,gamma,1514.05,0
521.9,9.2,89.315,gamma,846.84,0
725.01,6.3,21.791,beta,1216.68,0
497.32,8.4,6.795,beta,972.8,0
47.92,0.6,43.3885,beta,1067.84,1
461.85,0.2,73.524,beta,934.3,0
467.44,14.5,84.584,gamma,1214.14,0
919.2,5.3,2.589,alpha,913.17,1
208.57,31.9,58.388,alpha,856.76,1
421.86,38.6,52.402,alpha,1453.34,1
841.17,15.7,63.568,beta,1007.35,0
590.0,10.4,63.816,gamma,831.08,0
612.66,8.2,95.541,alpha,627.43,0
522.92,6.9,28.118,gamma,1466.39,0
565.99,9.7,22.974,alpha,862.02,0
655.52,25.8,53.935,gamma,1515.46,0
492.29,12.1,37.236,gamma,1099.71,0
675.61,3.4,44.434,gamma,1035.72,0
225.4,6.0,-2.38,gamma,1042.46,0
565.67,39.1,6.307,beta,1553.99,1
492.29,3.0,92.891,gamma,451.95,0
376.74,16.5,-2.488,gamma,1053.59,0
495.46,2.0,54.916,alpha,933.7,0
375.49,2.3,73.003,gamma,946.73,0
285.66,7.7,-8.695,gamma,1037.33,1
429.28,7.3,50.267,alpha,933.44,0
279.2,7.9,31.478,gamma,1047.03,0
564.56,4.8,45.75,alpha,994.11,0
269.98,5.7,27.575,beta,671.61,0
7807.809024269171,7.0,61.39,gamma,1095.34,1
263.7,3.0,14.904,gamma,1179.01,0
386.74,2.6,-7.197,beta,864.48,1
375.08,18.5,-9.827,gamma,1466.97,1
765.03,4.7,28.006,alpha,1333.89,0
566.06,7.5,29.783,gamma,1210.99,0
457.65,38.2,50.267,alpha,1207.96,1
492.29,0.4,44.434,gamma,1007.52,0
78.56,3.7,48.307,gamma,1285.34,0
491.37,8.7,53.559,beta,1392.69,0
899.5,24.6,66.92,alpha,1202.01,1
526.47,18.7,60.261,beta,857.43,0
513.58,25.8,-9.105,alpha,990.08,1
609.63,3.9,59.504,gamma,1143.42,0
679.12,9.4,25.463,beta,1209.44,0
100.51,31.1,75.016,gamma,980.63,1
163.53,7.7,10.72,gamma,858.3,0
542.06,8.3,68.783,alpha,1396.05,0
357.02,1.1,58.804,gamma,731.92,0
762.41,10.5,61.752,alpha,764.67,0
436.97,0.2,9.354,alpha,668.22,0
113.09,20.0,63.609,alpha,764.11,1
246.4,32.3,71.068,beta,1311.84,1
49.94,16.4,43.835,gamma,1320.21,0
453.17,3.8,27.44,gamma,981.49,0
462.32,7.9,8.321,alpha,1124.08,0
415.11,8.7,21.896,alpha,997.37,0
715.78,5.2,74.021,alpha,702.01,0
739.7,7.7,35.034,gamma,1554.53,0
465.92,8.4,67.298,beta,1343.68,0
73.06,8.2,71.41,alpha,1088.6,0
623.46,9.5,64.159,alpha,786.03,0
611.07,1.6,64.089,alpha,943.77,0
561.88,26.1,57.189,gamma,826.89,0
501.44,8.3,47.026,beta,1024.4,0
267.03,1.2,11.76,beta,1077.48,0
901.75,26.1,82.708,gamma,914.72,1
308.11,17.9,96.069,alpha,636.4,0
649.84,3.9,50.267,alpha,1533.01,0
162.53,6.6,92.656,alpha,1059.38,0
515.645,30.0,99.779,alpha,1114.15,1
803.27,5.0,43.482,gamma,894.4,0
447.82,10.2,69.679,gamma,609.5,0
667.98,19.1,60.817,beta,979.17,0
547.39,5.4,16.099,gamma,919.19,0
479.01,23.7,-4.82,beta,1177.38,0
515.645,14.4,39.869,alpha,1226.52,0
452.67,9.6,76.593,alpha,1191.26,0
143.85,8.3,25.765,alpha,1247.07,0
339.35,22.4,76.288,gamma,1450.92,0
610.24,16.4,62.028,beta,1097.46,0
579.1,7.8,44.434,gamma,1274.8,0
186.59,5.0,21.431,alpha,1123.47,0
355.13,5.8,41.705,gamma,524.99,0
383.66,11.8,9.987,alpha,961.37,0
426.91,0.3,17.124,beta,783.07,0
224.82,2.1,-0.116,beta,1057.86,0
374.33,32.9,3.945,gamma,802.25,1
354.28,18.4,13.156,beta,1151.42,0
654.31,16.9,53.826,gamma,1245.26,0
661.82,8.4,38.533,beta,1300.89,0
470.84,3.8,19.363,beta,1404.82,0
492.29,10.8,84.722,gamma,580.99,0
527.98,0.4,47.766,gamma,700.25,0
336.68,8.3,91.542,alpha,1731.95,0
270.63,0.2,59.846,gamma,1252.38,0
311.96,5.6,-8.263,beta,1056.11,1
373.04,50.6,90.482,gamma,1008.01,1
267.31,4.7,84.321,beta,985.78,0
532.41,14.1,59.88,gamma,516.56,0
645.94,6.2,48.825,gamma,806.92,0
501.44,0.5,39.822,beta,972.04,0
492.29,0.1,43.039,gamma,821.04,0
456.01,1.9,74.614,beta,853.72,0
568.3,3.0,46.446,gamma,1639.68,0
497.41,6.0,9.363,alpha,937.09,0
209.28,7.7,-3.6,gamma,1069.53,1
501.44,9.1,3.88,beta,1060.63,0
505.88,18.1,17.659,beta,1147.36,0
705.76,8.4,30.451,beta,880.68,0
57.16,1.8,88.166,gamma,1311.75,1
569.15,34.4,16.3,beta,1110.89,0
737.92,15.5,25.156,alpha,678.21,0
469.39,2.2,44.434,gamma,973.12,0
610.04,0.9,50.032,beta,956.96,0
359.39,23.1,57.88,alpha,945.46,0
476.13,28.6,48.534,alpha,1127.32,0
175.82,8.9,94.704,gamma,1158.68,1
31.13,9.3,99.492,alpha,1129.16,1
688.55,1.1,82.114,alpha,1084.73,0
303.0,8.1,78.583,beta,1021.41,0
408.89,9.7,30.266,alpha,462.2,0
222.71,33.2,53.776,beta,1194.47,1
218.01,2.3,28.662,alpha,1122.09,0
465.23,5.1,76.279,gamma,753.81,0
354.08,7.8,8.901,beta,1070.15,0
575.59,2.2,50.267,alpha,1161.98,0
590.51,18.5,-5.744,beta,1292.81,0
6661.182450638047,4.2,56.983,alpha,1127.58,1
547.72,4.1,65.739,alpha,1080.4,0
815.55,18.8,-9.63,alpha,1236.69,1
286.48,1.2,46.186,gamma,923.36,0
489.01,9.4,31.456,gamma,1103.0,0
726.54,4.3,77.162,beta,844.72,0
752.91,6.1,-5.722,alpha,1277.57,0
215.65,7.9,-4.658,alpha,597.57,1
437.53,15.7,58.223,gamma,1204.18,0
771.62,11.4,55.08,beta,1004.43,0
601.62,12.5,81.42,alpha,1241.35,0
539.05,8.2,55.149,alpha,804.86,0
456.46,7.9,94.431,beta,1022.5,0
423.24,23.6,50.267,alpha,1015.16,0
557.64,0.8,33.771,gamma,1108.47,0
449.53,13.1,97.544,alpha,738.11,0
491.48,8.1,1.828,alpha,1159.05,0
515.72,2.4,77.55,gamma,538.53,0
364.39,32.2,-8.727,beta,833.04,1
492.29,23.2,43.516,gamma,609.32,0
1082.85,23.6,6.874,alpha,1207.05,1
144.6,4.9,55.875,gamma,1100.03,0
564.8,10.6,77.799,alpha,1114.01,0
347.96,14.4,-6.365,gamma,1368.3,1
615.48,9.6,8.015,gamma,921.01,0
509.31,12.0,27.687,beta,1152.4,0
652.37,11.8,18.138,beta,1016.51,0
735.1,6.9,32.154,alpha,978.44,0
538.48,5.0,44.434,gamma,1326.66,0
726.41,5.0,1.133,alpha,1520.47,0
31.14,2.0,36.561,alpha,892.13,0
818.09,20.9,40.28,beta,1208.43,0
575.01,34.5,20.838,alpha,1079.78,1
715.57,8.5,20.636,alpha,1082.78,0
256.02,9.1,68.623,beta,1061.79,0
333.85,60.2,57.963,alpha,916.73,1
529.19,22.7,79.412,gamma,103.75,0
496.59,17.7,34.558,gamma,1383.7,0
556.61,3.3,56.738,alpha,826.32,0
716.9,18.3,88.295,alpha,939.61,0
146.96,1.2,83.646,gamma,944.93,0
694.76,2.9,91.203,alpha,804.05,0
501.66,9.6,19.587,beta,1060.06,0
459.24,4.7,98.396,gamma,988.92,0
501.44,8.4,79.803,beta,820.87,0
600.61,5.4,77.429,alpha,1037.33,0
17.18,13.8,63.434,alpha,991.74,1
629.68,5.6,98.159,beta,1231.96,0
201.58,8.4,43.3885,beta,664.9,0
510.69,8.2,71.569,alpha,798.65,0
476.17,23.7,66.869,beta,1181.32,0
733.91,0.8,70.53,beta,840.06,0
464.27,3.7,72.661,alpha,774.15,0
361.17,25.3,10.983,gamma,852.43,0
398.68,0.4,28.396,gamma,974.76,0
754.58,2.8,33.148,gamma,975.71,0
607.26,11.5,72.28,beta,947.51,0
422.87,10.8,68.787,beta,742.86,0
452.71,7.5,81.67,alpha,1193.29,0
186.56,6.9,76.737,alpha,1331.55,0
577.69,14.1,55.564,alpha,522.39,0
148.04,15.8,5.394,beta,611.61,0
650.36,19.9,59.9,beta,1250.71,0
525.72,8.3,87.577,beta,1392.45,0
977.39,2.1,60.749,beta,467.71,0
279.97,10.7,88.519,alpha,1203.86,0
479.47,16.2,99.896,gamma,1409.47,1
859.66,42.2,29.512,alpha,784.4,1
738.28,8.4,50.267,alpha,1394.92,0
360.76,5.2,49.395,gamma,955.5,0
544.79,26.9,40.047,beta,1078.66,0
492.29,0.6,16.385,gamma,820.19,0
556.39,5.6,17.051,gamma,1250.26,0
360.26,11.3,10.347,gamma,1208.61,0
482.14,4.2,59.463,beta,1431.18,0
180.39,23.8,5.626,gamma,1360.15,1
527.02,11.5,37.453,alpha,997.71,0
590.0,8.4,43.3885,beta,1777.09,0
454.52,7.2,38.206,gamma,1337.7,0
176.99,2.7,84.042,gamma,1135.13,0
697.71,24.8,38.749,beta,750.71,0
572.91,7.8,-0.888,gamma,617.49,0
354.8,18.6,99.142,alpha,638.74,1
443.88,8.6,82.948,alpha,766.58,0
199.87,1.6,62.605,gamma,1344.33,0
294.92,1.6,73.196,beta,1121.77,0
392.44,4.8,4.101,alpha,846.66,0
745.68,1.6,74.251,alpha,966.03,0
372.1,0.9,12.852,alpha,935.56,0
628.04,35.9,43.787,gamma,1200.01,1
392.34,3.1,9.578,gamma,780.3,0
549.59,9.8,72.916,gamma,1087.42,0
471.72,0.4,17.053,alpha,1075.02,0
674.61,6.3,17.853,gamma,787.78,0
393.04,3.1,2.014,beta,1397.0,0
185.49,6.6,69.267,alpha,926.11,0
492.29,24.3,22.543,gamma,751.81,0
393.62,4.8,47.011,gamma,1213.22,0
250.19,13.8,26.547,beta,1013.62,0
582.04,3.8,75.217,alpha,1102.11,0
406.85,7.7,14.913,gamma,703.83,0
515.645,1.8,93.492,alpha,1203.1,0
152.46,14.4,25.347,alpha,1543.11,0
540.73,16.0,1.424,beta,684.29,0
274.41,0.6,16.434,gamma,1088.55,0
401.32,0.4,-1.866,gamma,803.67,0
528.28,12.0,41.561,gamma,1672.4,0
34.93,7.7,17.528,gamma,1309.91,0
547.37,23.9,87.465,alpha,1070.53,0
880.58,58.3,46.884,alpha,693.03,1
409.31,9.3,15.671,gamma,753.49,0
551.96,11.4,39.64,beta,1186.57,0
704.98,3.9,11.559,gamma,659.38,0
467.21,8.4,43.3885,beta,667.22,0
383.81,11.5,23.072,beta,1002.21,0
44.85,8.4,1.913,alpha,1033.35,1
628.2,7.6,10.751,beta,1095.01,0
477.37,1.1,93.185,gamma,890.12,0
297.46,13.4,63.348,gamma,1230.04,0
525.32,2.2,91.321,beta,784.55,0
383.26,2.4,18.253,gamma,1156.66,0
394.31,14.2,84.271,alpha,1053.53,0
621.26,0.8,29.85,beta,1150.16,0
232.32,8.9,5.861,beta,1295.5,0
709.46,10.7,78.518,gamma,886.17,0
220.46,1.0,-3.438,gamma,834.73,1
367.46,3.8,50.267,alpha,577.9,0
492.29,17.8,44.434,gamma,495.25,0
725.47,10.0,57.89,gamma,956.01,0
519.52,5.6,46.987,alpha,973.12,0
311.89,2.8,28.9,alpha,728.48,0
394.15,10.5,-1.744,alpha,782.23,0
515.645,4.9,99.007,alpha,1380.86,0
507.5,7.3,9.225,gamma,1218.96,0
481.83,12.9,18.084,gamma,684.6,0
493.83,23.1,15.951,beta,889.41,0
457.12,8.4,89.874,beta,1101.5,0
211.6,16.8,74.006,beta,843.39,0
396.7,13.3,40.306,gamma,797.83,0
682.92,46.1,95.097,alpha,915.44,1
226.33,4.1,-4.194,gamma,1272.67,1
462.09,8.6,88.304,gamma,1295.35,0
336.05,7.7,-3.353,gamma,816.14,0
522.27,12.3,33.024,gamma,1115.14,0
422.27,13.5,-4.059,gamma,998.4,0
795.48,37.7,50.267,alpha,747.94,1
601.32,7.7,90.583,gamma,925.73,0
237.64,9.6,54.328,alpha,683.94,0
634.25,5.6,13.963,alpha,1290.76,0
345.07,2.3,20.446,alpha,1388.12,0
384.6,2.0,39.45,beta,897.36,0
562.76,4.5,25.506,alpha,837.73,0
401.65,5.0,-7.655,beta,1263.65,0
678.57,27.6,62.188,alpha,1304.04,0
345.1,5.6,57.477,gamma,721.4,0
376.21,10.4,89.474,alpha,962.99,0
368.73,12.9,42.454,beta,985.27,0
515.645,11.0,27.918,alpha,807.31,0
719.84,6.6,46.267,gamma,1096.5,0
501.44,28.4,43.3885,beta,825.01,0
841.99,25.4,58.809,beta,864.93,0
953.53,9.5,43.3885,beta,974.66,0
293.86,1.0,6.881,beta,627.73,0
514.08,6.9,25.022,beta,485.89,0
264.76,4.8,85.458,alpha,1229.57,0
344.48,8.6,45.608,gamma,814.92,0
373.98,7.1,48.502,beta,1533.72,0
288.57,9.0,69.465,alpha,1492.96,0
289.62,12.4,53.568,alpha,873.38,0
471.14,13.4,-2.346,gamma,1584.76,0
256.66,12.7,78.436,alpha,1234.39,0
668.43,16.0,91.512,gamma,838.67,0
316.45,19.1,-4.14,gamma,354.54,0
1061.91,6.7,3.337,gamma,1172.04,1
409.72,32.6,67.217,beta,1007.82,1
515.645,38.9,56.492,alpha,1107.84,1
515.645,4.2,32.077,alpha,942.79,0
841.22,27.7,49.317,alpha,714.04,1
723.9,12.7,67.367,beta,893.24,0
559.38,11.2,45.492,beta,1176.66,0
230.64,2.4,5.421,gamma,911.41,0
542.13,10.9,-0.162,alpha,909.9,0
275.71,6.8,38.274,beta,620.15,0
792.47,64.2,91.517,alpha,1022.8,1
661.84,20.3,51.356,beta,722.02,0
519.09,9.4,29.404,alpha,1229.63,0
12.72,20.2,89.958,beta,816.47,1
303.32,7.6,32.75,beta,926.07,0
637.55,1.1,46.006,gamma,1541.0,0
742.58,28.9,2.815,gamma,923.36,1
721.83,10.8,71.114,beta,889.86,0
181.6,4.8,67.033,alpha,1146.41,0
560.31,14.7,77.367,gamma,553.68,0
703.1,25.1,25.771,gamma,1312.7,0
168.33,18.5,37.966,gamma,1248.49,0
498.42,6.6,8.518,gamma,1131.11,0
554.77,1.2,96.096,gamma,155.73,0
439.85,24.6,-0.531,alpha,935.15,0
129.57,8.2,61.391,beta,681.78,0
434.86,0.4,67.578,beta,1281.03,0
434.54,2.3,7.351,alpha,1263.14,0
470.39,0.6,30.186,alpha,1097.0,0
387.31,13.9,-5.256,alpha,699.22,0
411.4,26.8,51.227,gamma,1373.57,0
492.06,15.8,99.443,gamma,934.43,0
588.49,2.7,37.287,gamma,1451.34,0
439.11,32.1,98.901,alpha,1066.35,1
418.07,2.4,3.885,gamma,1126.7,0
518.47,23.0,33.17,alpha,884.92,0
115.82,10.3,89.216,gamma,1351.74,0
595.41,0.0,86.437,alpha,1152.11,0
499.89,2.8,25.595,alpha,1360.72,0
507.94,1.4,64.647,alpha,1044.39,0
692.15,10.5,87.478,gamma,988.24,0
501.44,17.6,74.357,beta,1148.78,0
105.23,7.7,59.132,gamma,1360.64,0
554.76,25.1,6.783,alpha,1254.18,0
498.58,12.9,-1.97,gamma,1034.56,0
501.44,2.4,57.608,beta,535.7,0
407.57,8.4,45.03,beta,1202.6,0
632.87,11.1,16.184,gamma,640.32,0
686.53,7.8,22.205,alpha,1008.75,0
596.8,23.6,33.13,gamma,971.06,0
447.83,53.4,44.507,alpha,645.56,1
78.46,5.8,32.928,beta,1093.13,0
653.85,8.7,32.602,alpha,1538.58,0
744.35,12.2,2.731,beta,921.85,0
628.91,16.5,85.215,beta,1191.47,0
324.07,15.7,57.007,beta,1588.92,0
634.76,7.7,6.071,gamma,1215.65,0
672.11,0.0,36.626,gamma,838.79,0
811.76,11.9,35.839,gamma,1059.25,0
324.78,1.9,43.3885,beta,1120.2,0
454.71,8.2,56.976,alpha,1358.45,0
649.45,10.7,60.974,alpha,1303.51,0
511.48,1.9,66.769,alpha,307.53,0
276.53,8.4,1.369,beta,785.95,0
582.92,10.3,23.541,alpha,982.49,0
615.73,0.8,-8.092,gamma,746.18,1
517.59,0.2,40.011,gamma,74.98,0
543.92,8.2,37.237,alpha,818.6,0
448.26,4.8,70.776,gamma,999.1,0
795.66,10.7,8.383,beta,868.68,0
319.86,2.0,59.464,beta,750.76,0
382.54,9.5,23.736,gamma,1010.37,0
501.44,8.9,32.011,beta,1085.77,0
675.79,7.6,69.122,alpha,882.85,0
200.53,31.8,-2.13,beta,1342.94,1
237.94,9.4,27.706,alpha,1014.43,0
515.645,0.0,33.046,alpha,782.12,0
506.54,11.2,68.732,gamma,718.87,0
276.34,1.4,11.915,alpha,946.76,0
423.09,5.0,94.215,beta,1278.36,0
632.28,6.0,99.754,alpha,794.08,0
371.69,5.8,80.08,beta,1148.97,0
546.26,2.9,22.968,alpha,1023.64,0
440.13,17.0,63.025,beta,1498.31,0
634.42,10.5,-0.854,beta,1097.56,0
595.03,6.9,85.841,beta,825.44,0
361.61,25.1,46.759,alpha,1184.09,0
466.27,9.2,43.3885,beta,1192.51,0
708.75,8.9,26.016,gamma,900.75,0
578.68,4.8,78.082,gamma,709.0,0
220.61,10.0,85.725,beta,1134.01,0
631.12,4.5,47.168,alpha,1015.88,0
283.08,12.7,42.834,beta,620.86,0
782.5,5.6,72.581,beta,1063.63,0
704.82,7.4,80.881,gamma,840.75,0
557.98,17.1,74.133,beta,621.1,0
531.45,0.6,32.287,alpha,911.97,0
458.19,2.9,60.612,gamma,1320.73,0
635.7,11.5,84.31,beta,1302.02,0
425.84,1.8,6.694,beta,1236.69,0
547.11,9.0,50.267,alpha,1067.31,0
674.39,16.0,-3.772,gamma,1148.95,0
387.64,2.6,34.977,gamma,1024.66,0
